,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
628,35324261,COVID-19 Vaccine Uptake Among Nursing Home Staff via Statewide Policy: The Mississippi Vaccinate or Test Out Policy.,"Syme ML, Gouskova N, Berry SD",2022 May,American journal of public health,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,6,9.6,['phs003050'],1
629,35099523,Evaluating the Findings of the IMPACT-C Randomized Clinical Trial to Improve COVID-19 Vaccine Coverage in Skilled Nursing Facilities.,"Berry SD, Goldfeld KS, McConeghy K, Gifford D, Davidson HE, Han L, Syme M, Gandhi A, Mitchell SL, Harrison J, Recker A, Johnson KS, Gravenstein S, Mor V",2022 Mar 1,JAMA internal medicine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,15,22.5,['phs003050'],1
630,35729622,Using the multiphase optimization strategy (MOST) framework to optimize an intervention to increase COVID-19 testing for Black and Latino/Hispanic frontline essential workers: A study protocol.,"Gwadz M, Cleland CM, Lizardo M, Hawkins RL, Bangser G, Parameswaran L, Stanhope V, Robinson JA, Karim S, Hollaway T, Ramirez PG, Filippone PL, Ritchie AS, Banfield A, Silverman E",2022 Jun 21,BMC public health,phs003051,RADx-UP,Using the Multiphase Optimization Strategy (MOST) to Optimize an Intervention to Increase COVID-19 Testing for Black and Latino/Hispanic Frontline Essential Workers,2,3.5,['phs003051'],1
631,37394510,School Attendance Decisions for Children With Medical Complexity During COVID-19.,"Coller RJ, Kelly MM, Eickhoff J, Johnson SB, Zhao Q, Warner G, Katz B, Butteris SM, Ehlenbach ML, Koval S, Howell KD, DeMuri GP",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",1,6.2,['phs003056'],1
632,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
633,37394506,Recommendations for SARS-CoV-2 Testing in Children With Disabilities and Medical Complexity.,"Gemmell M, Sherby MR, Walsh TJ, Kalb LG, Johnson SB, Coller RJ, DeMuri GP, Nuthals E, McBride J, Newland JG, Gurnett CA",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",3,6.2,"['phs002904', 'phs003361', 'phs003056']",3
634,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
635,37394502,A Multi-Study Synthesis of Facilitators and Barriers to SARS-CoV-2 Testing Enrollment in School Settings.,"Keener Mast D, Gwynn L, Johnson SB, McDaniels-Davidson C, Hoffman R, Pulgaron ER, D'Agostino EM, Ko LK, Goldman JL, Drain PK, Schuster JE, Duran MC, Kiene SM, Oren E, Corneli A",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",1,6.2,"['phs003127', 'phs002740', 'phs002878', 'phs003056', 'phs003037', 'phs002870']",6
636,37394501,Reflections From School Communities in Underserved Populations on Childhood COVID-19 Vaccination.,"Pulgaron ER, D'Agostino EM, Johnson SB, Ko LK, Drain PK, Duran MC, Keener Mast D, Kay S, Layer MA, Kenworthy T, Dozier A",2023 Jul 1,Pediatrics,phs003056,RADx-UP,"Social, Ethical, and Behavioral Factors in the Return to School Among Underserved Communities in Maryland",2,6.2,"['phs003056', 'phs002740', 'phs003037', 'phs002800']",4
637,36807397,Exploring barriers to SARS-CoV-2 testing uptake in underserved black communities in Louisiana.,"Katzmarzyk PT, Myers CA, Nelson MR, Denstel KD, Mire EF, Newton RL Jr, Broyles ST, Kirwan JP",2023 Jul,American journal of human biology : the official journal of the Human Biology Council,phs003125,RADx-UP,Engaging Church Health Ministries to Decrease SARS-CoV-2 Vaccine Hesitancy in Underserved Populations in Baton Rouge,0,1.6,"['phs003125', 'phs002633']",2
638,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
639,37394502,A Multi-Study Synthesis of Facilitators and Barriers to SARS-CoV-2 Testing Enrollment in School Settings.,"Keener Mast D, Gwynn L, Johnson SB, McDaniels-Davidson C, Hoffman R, Pulgaron ER, D'Agostino EM, Ko LK, Goldman JL, Drain PK, Schuster JE, Duran MC, Kiene SM, Oren E, Corneli A",2023 Jul 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),1,6.2,"['phs003127', 'phs002740', 'phs002878', 'phs003056', 'phs003037', 'phs002870']",6
640,35260896,School Masking Policies and Secondary SARS-CoV-2 Transmission.,"Boutzoukas AE, Zimmerman KO, Inkelas M, Brookhart MA, Benjamin DK, Butteris S, Koval S, DeMuri GP, Manuel VG, Smith MJ, McGann KA, Kalu IC, Weber DJ, Falk A, Shane AL, Schuster JE, Goldman JL, Hickerson J, Benjamin V, Edwards L, Erickson TR, Benjamin DK",2022 Jun 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),31,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
641,34737181,Quarantine Elimination for K-12 Students With Mask-on-Mask Exposure to SARS-CoV-2.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, Chick KJ, Curtiss J, HÃ¸eg TB",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
642,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic.,"D'Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),5,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
643,34737179,Building a National Framework to Pair Scientists and Schools During a Global Pandemic.,"Zimmerman KO, Goldman JL, Schuster JE, Mena A, Quiriconi M, Butteris SM, Koval S, DeMuri GP, Mueller NB, Benjamin DK, Armstrong SC, Kalu IC, Boutzoukas A, Moorthy GS, Lane H, Weber DJ, Newland JG",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
644,34737178,Mobilizing Established School Partnerships to Reach Underserved Children During a Global Pandemic.,"Ko LK, Tingey L, Ramirez M, Pablo E, Grass R, Larzelere F, Cisneros O, Chu HY, D'Agostino EM",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
645,34737177,Masking Adherence in K-12 Schools and SARS-CoV-2 Secondary Transmission.,"Moorthy GS, Mann TK, Boutzoukas AE, Blakemore A, Brookhart MA, Edwards L, Jackman JG, Panayotti GMM, Warren T, Pendleton J, GarcÃ©s AW, Corneli A, Weber DJ, Kalu IC, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
646,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
647,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
648,34737173,Implementation of School-Based COVID-19 Testing Programs in Underserved Populations.,"Haroz EE, Kalb LG, Newland JG, Goldman JL, Mast DK, Ko LK, Grass R, Shah P, Walsh T, Schuster JE",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),13,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs003361', 'phs002870']",8
649,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
650,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
651,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
652,37394502,A Multi-Study Synthesis of Facilitators and Barriers to SARS-CoV-2 Testing Enrollment in School Settings.,"Keener Mast D, Gwynn L, Johnson SB, McDaniels-Davidson C, Hoffman R, Pulgaron ER, D'Agostino EM, Ko LK, Goldman JL, Drain PK, Schuster JE, Duran MC, Kiene SM, Oren E, Corneli A",2023 Jul 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),1,6.2,"['phs003127', 'phs002740', 'phs002878', 'phs003056', 'phs003037', 'phs002870']",6
653,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic.,"D'Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),5,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
654,34737178,Mobilizing Established School Partnerships to Reach Underserved Children During a Global Pandemic.,"Ko LK, Tingey L, Ramirez M, Pablo E, Grass R, Larzelere F, Cisneros O, Chu HY, D'Agostino EM",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
655,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
656,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
657,34737173,Implementation of School-Based COVID-19 Testing Programs in Underserved Populations.,"Haroz EE, Kalb LG, Newland JG, Goldman JL, Mast DK, Ko LK, Grass R, Shah P, Walsh T, Schuster JE",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),13,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs003361', 'phs002870']",8
658,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
659,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs003127,RADx-UP,ReOpening Schools Safely and Educating Youth (ROSSEY),4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
660,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs003128,RADx-UP,Mobile Health-Targeted SARS-CoV-2 Testing and Community Interventions to Maximize Migrant Children's School Attendance During the COVID-19 Pandemic,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
661,36429763,I Just Don't Know What to Believe: Sensemaking during the COVID-19 Pandemic among Criminal Legal Involved Communities.,"Davidson Mhonde R, Riddick B, Hingle A, Shaw C, Rudes D, Pollack H, Schneider J, Zhao X, Taxman FS",2022 Nov 15,International journal of environmental research and public health,phs003234,RADx-UP,COVID-19 Testing and Vaccination Social Network Diffusion for Diverse Criminal Legal Involved Communities,2,2.6,['phs003234'],1
662,35421999,Optimization of a new adaptive intervention using the SMART Design to increase COVID-19 testing among people at high risk in an urban community.,"Windsor L, Benoit E, M Pinto R, Sarol J",2022 Apr 14,Trials,phs002634,RADx-UP,COVID-19 Treatment Cascade Optimization Study,12,2.0,['phs002634'],1
663,35782702,COVID-19 testing in Delawareâ€™s underserved communities: demographic and social determinants of testing inequality,"Wang SX, Rogers NB, Harrington M, Dillard D",2022 Jun 27,Discover Social Science and Health,phs003033,RADx-UP,Social and Behavioral Implications for COVID-19 Testing in Delaware's Underserved Communities,0,,['phs003033'],1
